PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date
https://i.rtings.com/images/reviews/headphones/logitech/g935/g935-design-medium.jpg,Logitech G935 Wireless Gaming Headset Review,Jean-Simon Bonneterre,Great audio reproduction.,Very bulky design.,Headphones,The Logitech G935 are good wireless gaming headphones that have great sound quality. They are the wireless variant of the Logitech G635 and they are very similar...,,https://www.rtings.com/headphones/reviews/logitech/g935-wireless-gaming-headset,2019-04-19
https://i.rtings.com/images/reviews/headphones/koss/porta-pro/porta-pro-design-medium.jpg,Koss Porta Pro KTC Review,Sam Vafaei,Lightweight and comfortable design,"No isolation from ambient noise, by design.",Headphones,"The Koss Porta Pro KTC are decent sounding and portable on-ear headphones for critical listening and mixed usage. They're lightweight, comfortable, and have a co...",,https://www.rtings.com/headphones/reviews/koss/porta-pro-ktc,2018-08-31
https://i.rtings.com/images/reviews/headphones/logitech/g930/g930-design-medium.jpg,Logitech G930 Wireless Gaming Headset Review,Sam Vafaei,Above-average sound quality.,Subpar noise isolation.,Headphones,"The Logitech G930 are good gaming headphones with an above-average sound and low latency. They have a good microphone that filters a lot of noise, and they're fa...",,https://www.rtings.com/headphones/reviews/logitech/g930-wireless-gaming-headset,2018-09-05
https://i.rtings.com/images/reviews/headphones/koss/qzpro/qzpro-design-medium.jpg,Koss QZPro Review,Sam Vafaei,Doesn't leak much sound.,Unbalanced and poor audio reproduction.,Headphones,"The Koss QZPro are flawed headphones that fail at delivering decent audio reproduction or adequate noise isolation. They aren't comfortable, there are no satisfa...",,https://www.rtings.com/headphones/reviews/koss/qzpro,2016-03-04
https://i.rtings.com/images/reviews/headphones/kz/zsn/zsn-design-medium.jpg,KZ ZSN Review,Jean-Simon Bonneterre,Durable design.,The no in-line remote variant is a bit limited.,Headphones,"The KZ ZSN are okay mixed usage wired in-ears that have a great design, but their audio reproduction is a bit disappointing. They look similar to the KZ AS10 and...",,https://www.rtings.com/headphones/reviews/kz/zsn,2019-04-24
https://i.rtings.com/images/reviews/headphones/koss/ur-20/ur-20-design-medium.jpg,Koss UR20 Review,Sam Vafaei,Comfortable.,Poor noise isolation.,Headphones,"The Koss UR-20 are below-average headphones that perform poorly in most of our test categories. They are moderately comfortable but have a weak, unexciting sound...",,https://www.rtings.com/headphones/reviews/koss/ur20,2016-04-26
https://i.rtings.com/images/reviews/headphones/koss/porta-pro-wireless/porta-pro-wireless-design-medium.jpg,Koss Porta Pro Wireless Review,Sam Vafaei,Lightweight and comfortable design.,"No isolation from ambient noise, by design.",Headphones,The Koss Porta Pro Wireless are decent critical listening on-ears and an update to the classic Porta Pro design. They're practically identical except this model ...,,https://www.rtings.com/headphones/reviews/koss/porta-pro-wireless,2018-05-10
https://i.rtings.com/images/reviews/headphones/klipsch/t5-true-wireless/t5-true-wireless-design-medium.jpg,Klipsch T5 True Wireless Review,Jake Thauvette,Great looking charging case.,Sub-par microphone performance.,Headphones,The Klipsch T5  are unique-looking truly wireless headphones that have a weirdly long stalk that enters your ear canal. They might not be the most comfortable he...,,https://www.rtings.com/headphones/reviews/klipsch/t5-true-wireless,2019-12-02
https://i.rtings.com/images/reviews/headphones/kz/zst/zst-design-medium.jpg,KZ ZST Review,Jean-Simon Bonneterre,Durable design.,The variant without an in-line remote is a bit limited.,Headphones,The KZ ZST are okay mixed usage wired in-ears. They have a passable sound quality but will be better suited for bass-heavy genres. They have a unique style and s...,,https://www.rtings.com/headphones/reviews/kz/zst,2019-05-07
https://i.rtings.com/images/reviews/headphones/kz/zs-10/zs-10-design-medium.jpg,KZ ZS10 Review,Sam Vafaei,Above-average sound quality.,Slightly bulky earbuds.,Headphones,The KZ ZS10 are decent mixed usage wired in-ears that look great and sound above-average with most tracks. They have a cool design that showcases the electronics...,,https://www.rtings.com/headphones/reviews/kz/zs10,2018-08-16
https://i.rtings.com/images/reviews/headphones/kz/as-10/as-10-design-medium.jpg,KZ AS10 Review,Sam Vafaei,Decent sound quality.,Slightly bulky earbuds.,Headphones,The KZ AS10 are average mixed usage wired in-ears that look high-end and have a decent audio reproduction. They stand out with their transparent design and braid...,,https://www.rtings.com/headphones/reviews/kz/as10,2018-10-19
https://i.rtings.com/images/reviews/headphones/jaybird/x2/x2-design-medium.jpg,Jaybird X2 Wireless Review,Sam Vafaei,Excellent leakage perfomance.,The in-ear fit is uncomfortable for some.,Headphones,The Jaybird X2 are great sports headphones and a good choice for most use cases. They have a stable wireless design. a decent sound that unfortunately isn't as c...,,https://www.rtings.com/headphones/reviews/jaybird/x2-wireless,2018-06-28
https://i.rtings.com/images/reviews/tv/vizio/e-series/e-series-design-medium.jpg,"Vizio E Series 2014 Review (E320i-B2, E390i-B1E, E400i-B2, E420i-B0, E480i-B2, E500i-B1, E600i-B3, E700i-B3)",Cedric Demers,Great gaming TV. It has low input lag and an effective blur reduction feature.,Poor gray uniformity. You can actually see every single LED behind the screen.,TV,"The picture quality of the Vizio E Series LED TV is really impressive, considering its low price. It isn't perfect, though. The gray uniformity is below average ...",,https://www.rtings.com/tv/reviews/vizio/e-series-2014,2014-09-11
https://i.rtings.com/images/reviews/headphones/jaybird/tarah/tarah-design-medium.jpg,Jaybird Tarah Wireless Review,Sam Vafaei,Stable and portable design for sports.,High latency.,Headphones,The Jaybird Tarah are great wireless sports in-ears that are versatile enough for everyday casual use. They are very similar to the Jaybird X4 but are slightly c...,,https://www.rtings.com/headphones/reviews/jaybird/tarah-wireless,2018-11-12
https://i.rtings.com/images/reviews/headphones/jaybird/x4/x4-design-medium.jpg,Jaybird X4 Wireless Review,Sam Vafaei,Minimal leakage.,The in-ear fit is uncomfortable for some.,Headphones,The Jaybird X4 Wireless are great wireless sports in-ears that are versatile for everyday casual use. They block a decent amount of noise and barely leak. They a...,,https://www.rtings.com/headphones/reviews/jaybird/x4-wireless,2018-10-29
https://i.rtings.com/images/reviews/headphones/jaybird/run/run-design-medium.jpg,Jaybird Run Truly Wireless Review,Marc Henney,Compact and stable sports design.,High latency not suitable for videos.,Headphones,"The Jaybird Run are great truly wireless sports headphones, decent enough for most use cases. They have a stable and compact in-ear design that stays put thanks ...",,https://www.rtings.com/headphones/reviews/jaybird/run-truly-wireless,2018-08-08
https://i.rtings.com/images/reviews/headphones/jaybird/freedom-2/freedom-2-design-medium.jpg,Jaybird Freedom 2 Wireless 2017 Review,Marc Henney,Above-average passive noise isolation.,Charging clip is bulky and inconvenient.,Headphones,The Jaybird Freedom 2 are decent mixed usage sports headphones with a few more convenient design tweaks than the original Jaybird Freedom. They have the same bui...,,https://www.rtings.com/headphones/reviews/jaybird/freedom-2-wireless-2017,2018-08-08
https://i.rtings.com/images/reviews/headphones/jaybird/freedom/freedom-design-medium.jpg,Jaybird Freedom F5 Wireless 2016 Review,Marc Henney,Great passive noise isolation.,The in-ear fit is uncomfortable for some.,Headphones,The Jaybird Freedom F5 are great sports headphones that have a more streamlined design than the X2 and X3. They're sufficiently stable for most workout routines ...,,https://www.rtings.com/headphones/reviews/jaybird/freedom-f5-wireless-2016,2018-02-28
https://i.rtings.com/images/reviews/headphones/jaybird/run-xt/run-xt-design-medium.jpg,Jaybird Run XT Truly Wireless Review,Sam Vafaei,Fairly versatile sound profile.,Poor controls.,Headphones,"The Jaybird Run XT are a slight upgrade of the previous version, the Jaybird Run Truly Wireless, but they're still very similar. These headphones are a great cho...",,https://www.rtings.com/headphones/reviews/jaybird/run-xt-truly-wireless,2020-04-15
https://i.rtings.com/images/reviews/headphones/jaybird/x3/x3-design-medium.jpg,Jaybird X3 Wireless Review,Marc Henney,Minimal leakage.,The in-ear fit is uncomfortable for some.,Headphones,"The Jaybird X3 are great sports headphones that are versatile enough for everyday casual use. They block a surprising amount of ambient noise, they're compact, s...",,https://www.rtings.com/headphones/reviews/jaybird/x3-wireless,2018-02-16
https://i.rtings.com/images/reviews/headphones/jaybird/tarah-pro/tarah-pro-design-medium.jpg,Jaybird Tarah Pro Wireless Review,Marc Henney,Stable and portable design for sports.,Cumbersome and restrictive charging cradle.,Headphones,The Jaybird Tarah Pro are great wireless sports in-ears that are fairly versatile for everyday casual use. They are an upgraded version of the regular Tarah mode...,,https://www.rtings.com/headphones/reviews/jaybird/tarah-pro-wireless,2019-01-31
https://i.rtings.com/images/reviews/headphones/articles/best/best-jaybird-medium.jpg,The 3 Best Jaybird Headphones of 2020: Reviews,Ian McPhail,,,Headphones,We have currently reviewed 10 Jaybird headphones. The best Jaybird headphones we've tested are the Jaybird Tarah Pro. They have a great build quality and solid design.,,https://www.rtings.com/headphones/reviews/jaybird,2020-03-04
https://i.rtings.com/images/reviews/headphones/jaybird/vista/vista-design-medium.jpg,Jaybird Vista Truly Wireless Review,Jean-Simon Bonneterre,Decent sound quality.,Limited control scheme.,Headphones,"The Jaybird Vista are very versatile truly wireless headphones that have a decent sound profile. These are great for sports thanks to their compact, portable, an...",,https://www.rtings.com/headphones/reviews/jaybird/vista-truly-wireless,2019-08-30
https://i.rtings.com/images/reviews/headphones/jabra/elite-65e/elite-65e-design-medium.jpg,Jabra Elite 65e Wireless Review,Sam Vafaei,Above-average noise cancellation.,Mediocre sound quality.,Headphones,"The Jabra Elite 65e are comfortable, mixed usage earbuds decent enough for most use cases. They have a good build quality and a flexible design that makes them a...",,https://www.rtings.com/headphones/reviews/jabra/elite-65e-wireless,2018-06-29
https://i.rtings.com/images/reviews/headphones/jabra/elite-25e/elite-25e-design-medium.jpg,Jabra Elite 25e Wireless Review,Sam Vafaei,Comfortable earbud fit.,The neckband design won't be for everyone.,Headphones,"The Jabra Elite 25e are a decent mixed-usage headphone, with a bit too much bass for some. They have a decently comfortable around-the-neck earbud design, and a ...",,https://www.rtings.com/headphones/reviews/jabra/elite-25e-wireless,2018-08-03
https://i.rtings.com/images/reviews/headphones/jabra/elite-sport/elite-sport-design-medium.jpg,Jabra Elite Sport Truly Wireless Review,Sam Vafaei,Stable and breathable for sports.,Not as comfortable for everyone.,Headphones,"The Jabra Elite Sport are good headphones for running and working out, but they also do well for most use cases. They have a decently sturdy and rugged design wi...",,https://www.rtings.com/headphones/reviews/jabra/elite-sport-truly-wireless,2018-05-31
https://i.rtings.com/images/reviews/headphones/jabra/elite-active-65t/elite-active-65t-design-medium.jpg,Jabra Elite Active 65t Truly Wireless Review,Sam Vafaei,Good companion app with graphic EQ.,Not as comfortable for all users.,Headphones,"The Jabra Elite Active 65t are great sports earbuds designed to be lightweight, breathable, and portable. Slightly improved from the Jabra Elite 65t, these earbu...",,https://www.rtings.com/headphones/reviews/jabra/elite-active-65t-truly-wireless,2020-03-30
https://i.rtings.com/images/reviews/headphones/jabra/elite-65t/elite-65t-design-medium.jpg,Jabra Elite 65t Truly Wireless Review,Marc Henney,Good passive isolation.,Not as comfortable for everyone.,Headphones,"The Jabra Elite 65t are decent, mixed-usage truly wireless headphones. They're easy to carry around, they block enough noise to also be suitable for commuting, a...",,https://www.rtings.com/headphones/reviews/jabra/elite-65t-truly-wireless,2020-03-03
https://i.rtings.com/images/reviews/headphones/jabra/elite-85h/elite-85h-design-medium.jpg,Jabra Elite 85h Wireless Review,Jean-Simon Bonneterre,Great audio reproduction.,ANC isn't on par with other similar high-end headphones.,Headphones,The Jabra Elite 85h are versatile noise cancelling headphones that can be used in a wide variety of daily uses. They have great audio reproduction and will be go...,,https://www.rtings.com/headphones/reviews/jabra/elite-85h-wireless,2019-05-09
https://i.rtings.com/images/reviews/headphones/jabra/elite-45e/elite-45e-design-medium.jpg,Jabra Elite 45e Wireless Review,Marc Henney,minimal leakage.,Poor noise isolation.,Headphones,The Jabra Elite 45e are around-the-neck earbuds that are decent for mixed usage and everyday use. Their performance is relatively in-between the Elite 25e and El...,,https://www.rtings.com/headphones/reviews/jabra/elite-45e-wireless,2018-11-02
