Title,PIC,Summary,Author,Date,Pros,Cons
Review: The $229 Moto G5 Plus stands as the king of budget Android (for now),https://cdn.arstechnica.net/wp-content/uploads/2017/03/DSC06420-760x380.jpg,Downgraded camera and questionable update policy tarnish another solid upgrade.,Andrew Cunningham,2017-03-24,,
HP Elitebook x360 review: A work laptop you’ll like using at home,https://cdn.arstechnica.net/wp-content/uploads/2017/03/elitebookx360_1-760x380.jpg,"No matter where you’re working, HP’s newest business notebook has your back.",Valentina Palladino,2017-04-04,,
Persona 5 brings depth and complexity to its Robin Hood tale,https://cdn.arstechnica.net/wp-content/uploads/2017/03/P5-3-760x380.jpg,People are more important than profit in this stylish Japanese RPG.,Steven Strom,2017-03-29,,
Review: Apple’s $329 iPad is for people who have never upgraded their tablet,https://cdn.arstechnica.net/wp-content/uploads/2017/04/DSC06566-760x380.jpg,"Apple doesn't always build midrange gadgets, but when it does, they're good.",Andrew Cunningham,2017-04-06,"Performance is a big one, and we’ll explore that in more detail later on.",Touch ID and Apple Pay are fully supported.
Yooka-Laylee review: Better than a ’90s platformer,https://cdn.arstechnica.net/wp-content/uploads/2017/04/yooka-header-760x380.jpg,Yooka-Laylee changes just enough to support its compelling platforming.,Mark Walton,2017-04-04,Clever puzzles and challenging platforming,Haphazard level design makes navigation without a map tricky
"Fitbit Alta HR review: $150 for a true all-day, all-night fitness tracker",https://cdn.arstechnica.net/wp-content/uploads/2017/03/altahr7-760x380.jpg,Elevating the humble Alta with a heart-rate monitor and sleep facts.,Valentina Palladino,2017-03-27,,
Mini-review: Asus cranks out another excellent $700 Ultrabook,https://cdn.arstechnica.net/wp-content/uploads/2017/04/DSC06504-760x380.jpg,"There are a couple issues, but overall you get good features for the price.",Andrew Cunningham,2017-04-05,,
Virtual Rick-ality proves why Rick and Morty is great—and why VR has its limits,https://cdn.arstechnica.net/wp-content/uploads/2017/04/20170419193139_1-611x380.jpg,"Comedy's tough in video games, a fact proven by everything R&M gets right—and wrong.",Sam Machkovech,2017-04-20,As much authentic ,"In purely mechanical terms, there's less to do than in "
"YouTube TV review: Not a game-changer out of the gate, but it could be soon",https://cdn.arstechnica.net/wp-content/uploads/2013/05/youtube-353x215.jpg,"Using it is easy, but it doesn't offer multiple tiers or apps for many platforms.",Valentina Palladino,2017-04-20,,
Samsung Galaxy S8 review: Simply irresistible,https://cdn.arstechnica.net/wp-content/uploads/2017/04/DSC02112-760x380.jpg,"Samsung Galaxy S8 isn't perfect, but it's beautiful and a superb daily companion.",Mark Walton,2017-04-18,,
"Galaxy S8 review: Gorgeous new hardware, same Samsung gimmicks",https://cdn.arstechnica.net/wp-content/uploads/2017/04/Samsung-Galaxy-S8-12-760x380.jpg,First flagship since the Note 7 mess doesn't always put its best foot forward.,Ron Amadeo,2017-04-21,,
Fenix 5S reviewed: Exactly what you’d expect from a $600 Garmin sport watch,https://cdn.arstechnica.net/wp-content/uploads/2017/04/fenix5s_12-760x380.jpg,"Great for well-rounded athletes, unnecessary for most.",Valentina Palladino,2017-04-22,,
Mini-review: The 2017 MacBook could actually be your everyday laptop,https://cdn.arstechnica.net/wp-content/uploads/2017/06/DSC06826-760x380.jpg,"Speed boosts, better keyboard, and 16GB RAM option expand its versatility.",Andrew Cunningham,2017-06-16,,
Nintendo New 2DS XL mini-review: The best version of the 3DS hardware yet,https://cdn.arstechnica.net/wp-content/uploads/2017/06/DSC02934-2-760x380.jpg,"New 2DS XL is smaller, lighter, and cheaper. What more could you ask for?",Mark Walton,2017-06-27,,
Intel Optane Memory: How to make revolutionary technology totally boring,https://cdn.arstechnica.net/wp-content/uploads/2017/04/engineering-sample-760x380.jpg,One day 3D XPoint could change the world. But not like this it won't.,Peter Bright,2017-04-24,,
"Intel Core i9-7900X review: The fastest chip in the world, but too darn expensive",https://cdn.arstechnica.net/wp-content/uploads/2017/07/DSC02987-760x380.jpg,"When eight-core Ryzen costs £300, do any of these new Intel chips make sense?",Mark Walton,2017-07-04,,
Final Fantasy XII: The Zodiac Age review: Reinforced for reexamination,https://cdn.arstechnica.net/wp-content/uploads/2017/07/FFXII-9-760x380.jpg,FFXII remake improves the original's weirdness while preserving its best qualities.,Steven Strom,2017-07-10,"Fast-forward function saves time, improves pacing.",Grinding for gil can still get tedious.
Crash Bandicoot N. Sane Trilogy: As good as the uneven series will ever get,https://cdn.arstechnica.net/wp-content/uploads/2017/06/3740_18_016_s20170622-0013-760x380.jpg,"Review: Gorgeous remake picks authenticity over improvement, for better and for worse.",Sam Machkovech,2017-07-02,You're getting your money's worth in terms of old content brought back to life,The trilogy's reliance on repetitive levels can get old fast
Splatoon 2 redeems the most clever online shooter series in years,https://cdn.arstechnica.net/wp-content/uploads/2017/07/Switch_Splatoon2_scrn_HeroMode_Marie_01-760x380.jpg,We have a lot to say about Nintendo finally getting an online game (mostly) right.,Sam Machkovech,2017-07-18,,
OnePlus 5 review—The best sub-$500 phone you can buy,https://cdn.arstechnica.net/wp-content/uploads/2017/06/1-1-760x380.jpg,"Snapdragon 835, 6GB of RAM, and near-stock Android for $479? Sign us up. ",Ron Amadeo,2017-06-20,"
            ",
Pyre review: A brilliant reinvention of the term “fantasy sports”,https://cdn.arstechnica.net/wp-content/uploads/2017/07/Pyre_Wallpaper_Ars-760x380.jpg,Bastion creators spilled some e-sports into a wonderful action-RPG crossover.,Sam Machkovech,2017-07-25,A memorable quest through the limbo world of the Downside,"No online play. This is a frame-perfect competition game, but you have been warned"
"Surface Laptop is just a laptop, making it Microsoft’s most baffling release yet",https://cdn.arstechnica.net/wp-content/uploads/2017/07/2-760x380.png,Review: The Surface Laptop is far and away Microsoft's least ambitious hardware.,Peter Bright,2017-07-21,,
"Review: Why I can’t stop killing a cute, puzzle-solving dog named Fidel",https://cdn.arstechnica.net/wp-content/uploads/2017/08/Screen-Shot-2017-08-01-at-11.16.47-AM-1-760x380.png,"Yes, there is now a Witness-like genre, but out-of-nowhere game has refreshing twist.",Sam Machkovech,2017-08-01,,
Fortnite poisons a potentially great game with agonizing F2P limits,https://cdn.arstechnica.net/wp-content/uploads/2017/08/BoB_combatShot_var2-760x380.jpg,"""Paid early access"" experiment starts strong, but economics ruin the potential.",Sam Machkovech,2017-08-08,,
Toshiba Portégé x30 review: What can work laptops learn from consumer devices?,https://cdn.arstechnica.net/wp-content/uploads/2017/08/portegex30_18-760x380.jpg,Toshiba's take on modernizing the typically boring work-issued clamshell.,Valentina Palladino,2017-08-08,,
The external graphics dream is real: Sonnet eGFX Breakaway Box reviewed,https://cdn.arstechnica.net/wp-content/uploads/2017/07/DSC03138-760x380.jpg,"But even with a Thunderbolt 3 connection, there are still trade-offs to be made.",Mark Walton,2017-08-03,,
"Without Nathan Drake, Uncharted: Lost Legacy is still just Uncharted",https://cdn.arstechnica.net/wp-content/uploads/2017/08/Uncharted_-The-Lost-Legacy™_20170815161640-760x380.jpg,Review: By-the-numbers spin-off doesn't quite sell its new protagonists.,Kyle Orland,2017-08-17,Incredibly gorgeous architecture and sculpture in detailed jungle ruins.,New protagonists never quite gel as a team.
Garmin Speak Plus review: Alexa is just a passive road-trip buddy,https://cdn.arstechnica.net/wp-content/uploads/2018/01/garminspeakplus6-760x380.jpg,How much does Alexa elevate a dash cam’s usefulness?,Valentina Palladino,2018-01-28,,
"Under Armour HOVR review: Smarter running shoes, light on gimmicks",https://cdn.arstechnica.net/wp-content/uploads/2018/01/UA_HOVR2-760x380.jpg,Why buy a smart wristband when a pair of $140 shoes can track every run?,Valentina Palladino,2018-02-08,,
Civilization VI: Rise and Fall review: A few turns closer to a Golden Age,https://cdn.arstechnica.net/wp-content/uploads/2018/02/Civilization-VI-city-closeup-760x380.jpg,This expansion reinvents the wheel. Some experiments work better than others.,Samuel Axon,2018-02-08,,
XPS 13 2018 review: Dell’s improvements propel this laptop forward,https://cdn.arstechnica.net/wp-content/uploads/2018/02/xps13_2018laptop17-760x380.jpg,"The XPS 13 laptop isn't stale anymore, but it still forces a few compromises.",Valentina Palladino,2018-02-24,,
Razer Blade Pro FHD review: The screen is its best and worst trick,https://cdn.arstechnica.net/wp-content/uploads/2018/03/IMG_2743-760x380.jpg,Mostly compelling as a “so-close-yet-so-far” entry in competitive gaming laptop scene.,Sam Machkovech,2018-03-11,,
AMD Threadripper 1950X review: Better than Intel in almost every way,https://cdn.arstechnica.net/wp-content/uploads/2017/08/DSC03289-760x380.jpg,"Cheaper, faster, and more feature-rich than Skylake-X—what's not to love?",Mark Walton,2017-08-10,,
iMac Pro review: Working as intended,https://cdn.arstechnica.net/wp-content/uploads/2018/02/iMac-Pro-back-760x380.jpg,"The iMac Pro offers great performance, but does it meet pros' specialized needs?",Samuel Axon,2018-02-16,,
Gear Sport review: The only fitness watch for Samsung die-hards,https://cdn.arstechnica.net/wp-content/uploads/2018/02/gearsport6-760x380.jpg,This $250 Tizen watch could change the minds of some Android Wear fans.,Valentina Palladino,2018-03-11,,
"Galaxy S9+ review—Faster specs, better biometrics in a familiar package",https://cdn.arstechnica.net/wp-content/uploads/2018/03/Samsung-Galaxy-S9-19-760x380.jpg,"The Snapdragon 845, fingerprint reader, and camera all get tweaks.",Ron Amadeo,2018-03-15,,
Amazfit Bip review: One peculiar week with a $99 smartwatch,https://cdn.arstechnica.net/wp-content/uploads/2018/03/amazfitbip15-760x380.jpg,"Huami's affordable smartwatch borrows a lot from others, adds little originality.",Valentina Palladino,2018-03-21,,
Garmin Forerunner 645 Music review: The high price of tunes on a runner’s tool,https://cdn.arstechnica.net/wp-content/uploads/2018/03/forerunner645music2-760x380.jpg,"At $449, this wearable offers a lot, but runners will get the most from it.",Valentina Palladino,2018-03-16,,
Sonic Mania review: 16-bit return breathes new life into struggling series,https://cdn.arstechnica.net/wp-content/uploads/2017/08/Sonic-Mania_20170811152248-760x380.jpg,"Tasteful mix of classic levels, new ideas bolstered by amazing design, tight controls.",Sam Machkovech,2017-08-14,,
