Title,PIC,Summary,Author,Date,Pros,Cons,URL,Source_internal_ID,Product Name,Verdict,OCN
Nexus 6 review—The “premium” price still comes with compromises ,https://cdn.arstechnica.net/wp-content/uploads/2014/11/hero-640x215.jpg,"Slow storage hurts load times, multitasking on Google's new flagship. Plus, why 6 inches?",Ron Amadeo,2014-11-12,"Lollipop isn't perfect, but it's the best Android update in years.",Really slow sequential read times means slow app loading and multitasking.,https://arstechnica.com/gadgets/2014/11/nexus-6-review-the-premium-price-still-comes-with-compromises/,565887,Nexus 6 review—The “premium” price still comes with compromises ,"Given that we're lacking in the storage speed department and neither the battery nor software takes advantage of the massive size of the device, the Nexus 6 is a tough sell at $650. The $350 Nexus 5 has held up well, but it's out of the running thanks to the lack of a voice chip enabling the fantastic new always-on features. For now, we guess that makes the best Lollipop device the 2014 Moto X.",gadgets
"Android 5.0 Lollipop, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/10/heade2r-640x215.jpg,Android's biggest update ever revamps nearly every part of the OS.,Ron Amadeo,2014-11-12,"Material Design brings a fresh, beautiful look to the entire OS.",no phone support for landscape in the home screen and lock screen.,https://arstechnica.com/gadgets/2014/11/android-5-0-lollipop-thoroughly-reviewed/,559823,"Android 5.0 Lollipop, thoroughly reviewed","As it stands now, Lollipop is a great foundation for the future. Its visible changes are nice, but they are only the beginning of an Android ecosystem upgrade.",gadgets
"Nvidia Shield Tablet review: Great gaming, great price, terrible battery",https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_3524-640x215.jpg,Nvidia delivers the best Android tablet this side of a Nexus.,Sam Machkovech,2014-12-10,Stellar gaming specs for the price,Stuttering and pauses between app switches are too common,https://arstechnica.com/gadgets/2014/12/nvidia-shield-tablet-review-great-gaming-great-price-terrible-battery/,581393,Nvidia Shield Tablet ,"So long as you can stomach the thickness and hold out hope for a patch to resolve its slight performance issues—and hellish battery drain—this is your best 2014 bang-for-the-buck tablet option by a long shot, whether you game or not.",gadgets
Microsoft’s mid-range Lumia 735 and 830 reviewed: price is a problem,https://cdn.arstechnica.net/wp-content/uploads/2014/11/MG_4107-640x215.jpg,The phones aren't really the issue. We actually like the phones.,Peter Bright,2014-11-19,,,https://arstechnica.com/gadgets/2014/11/microsofts-mid-range-lumia-735-and-830-reviewed-price-is-a-problem/,569283,Microsoft’s mid-range Lumia 735 and 830 reviewed: price is a problem,"Both of these phones should be priced in the ballpark of the Moto G, and they'd be easy to recommend if they were. Right now, however, they're overpriced to the point of irrelevance. They're both nice phones. We just can't imagine any scenario to buy at these prices.",gadgets
"The BlackBerry Passport enigma: TCOB-machine or “worst designed thing, ever”",https://cdn.arstechnica.net/wp-content/uploads/2014/11/BB-after-hours3-640x215.jpg,"Review: It’s not your teenager’s smartphone, which is kind of the point.",Sean Gallagher,2014-11-23,"Business features make Passport a real workhorse for the ""always be closing"" crowd.",AT&T is the exclusive carrier in the US and doesn't even mention the phone on its site—let alone sell it.,https://arstechnica.com/gadgets/2014/11/ars-reviews-the-blackberry-passport-the-corporate-tool/,572321,"The BlackBerry Passport enigma: TCOB-machine or “worst designed thing, ever”","Still, I'm personally now willing to consider what was once unthinkable—a jump back to a BlackBerry for my next phone upgrade—if my carrier (AT&T) ever gets around to offering it on contract. And if my employer were to force me to use one, I wouldn't complain that much.",gadgets
"Review: Motorola’s Droid Turbo beats the Moto X in specs, if not style",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0532-640x215.jpg,"Chunky, Verizon-exclusive phone improves the camera, battery, and more.",Andrew Cunningham,2014-11-25,,,https://arstechnica.com/gadgets/2014/11/review-motorolas-droid-turbo-beats-the-moto-x-in-specs-if-not-style/,575047,"Review: Motorola’s Droid Turbo beats the Moto X in specs, if not style",,gadgets
iWork ’14 review: Still waiting for that great leap forward [Updated],https://cdn.arstechnica.net/wp-content/uploads/2014/11/iwork14-icons-640x215.jpg,"No backward compatibility, but it's hard to argue with free.",Iljitsch van Beijnum,2014-11-28,Free as in beer,The apps use up about half a gigabyte of storage each,https://arstechnica.com/gadgets/2014/11/iwork-14-review-still-waiting-for-that-great-leap-forward/,575647,iWork ’14 ,"Being free for all users is a mixed blessing. Sure, it's always nice to save the money, but by teaching users that software should be free, Apple is making life harder for independent developers. And that likely leaves all of us with even fewer viable choices in the future (again, a daunting scenario—",gadgets
Yoga Tablet 2 Pro review: So close to being good,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_3538-640x215.jpg,"Bulky and underpowered, but multitasking and projector gimmick get our attention.",Sam Machkovech,2014-12-14,"A bright, beautiful 13.3-inch screen matched with legitimate Android multitasking","Uh, this thing is HUGE",https://arstechnica.com/gadgets/2014/12/yoga-tablet-2-pro-review-so-close-to-being-good/,582409,Yoga Tablet 2 Pro ,"We'd gladly pay $100 more to bolster even half of those complaints in a future revision, and should that revision come along, we'll hold the next massive Yoga Tablet Pro model up high. We didn't walk away feeling like the machine was an undercooked tablet with a mere projection gimmick thrown on top, but we're also perfectly aware of the $500-700 range of 13-inch, touch-enabled devices that can handle users' needs on the go and ",gadgets
Learning the science behind silencers on the range with SilencerCo,https://cdn.arstechnica.net/wp-content/uploads/2014/11/JT3A0787-Version-2-640x215.jpg,"Hollywood gets it consistently wrong—in the real world, they're merely less loud.",Lee Hutchinson,2014-12-02,,,https://arstechnica.com/gadgets/2014/12/learning-the-science-behind-silencers-on-the-range-with-silencerco/,575973,Learning the science behind silencers on the range with SilencerCo,"The precision manufacturing necessary to produce an effective suppressor far exceeds what the average person can bang out in their garage; SilencerCo does all of their own design and manufacturing at their Utah facility with millions of dollars' worth of CNC capability. The result is a pleasant earmuff-free shooting experience—and as someone who has spent a fair amount of shooting time with earmuffs on, that’s a good thing. If I actually owned any guns that were compatible with SilencerCo’s products, I’d likely spring for a suppressor myself.",gadgets
The Lumia 535: Microsoft’s first phone reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/12/back1-640x215.jpg,Is a low-end flagship a thing? It should be.,Peter Bright,2014-12-11,1GB RAM,The camera button will be forever mourned,https://arstechnica.com/gadgets/2014/12/the-lumia-535-microsofts-first-phone-reviewed/,582795,The Lumia 535: Microsoft’s first phone reviewed,"Should this kind of pricing come to the US, the Lumia 535 will be truly the king of the entry-level smartphones: a well-built handset with all the features you need, a nice big screen, and for the price, some great cameras.",gadgets
Don’t call it a netbook (or a “Chromebook killer”)—HP’s $200 Stream 11 reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_0586-640x215.jpg,"Windows adds much-needed versatility, but low-end hardware limits it anyway.",Andrew Cunningham,2014-12-06,"$200, or $230 for the 13-inch model.",Bay Trail Celerons are markedly slower than the Haswell ones that were more common a year ago.,https://arstechnica.com/gadgets/2014/12/chromebook-in-the-streets-windows-in-the-sheets-hps-200-stream-11-reviewed/,579083,Don’t call it a netbook (or a “Chromebook killer”)—HP’s $200 Stream 11 reviewed,"Outside of that niche, Chromebooks can still be difficult to recommend as general-purpose PCs—all else being equal, we think most home users will be better off with a Windows computer than a Chromebook. Don't even stop to consider it if you're a power user seeking an inexpensive primary laptop, but if you just need a well-built Windows PC for as little money as possible, the Stream should be the first place you look even if you end up buying something more flexible.",gadgets
Hands on: Structure Sensor turns your iPad into a 3D scanning machine,https://cdn.arstechnica.net/wp-content/uploads/2014/07/IMG_0034-640x215.png,Nifty clip-on device is more platform than product—and it needs apps to survive.,Lee Hutchinson,2014-07-09,,,https://arstechnica.com/gadgets/2014/07/hands-on-structure-sensor-turns-your-ipad-into-a-3d-scanning-machine/,501067,Hands on: Structure Sensor turns your iPad into a 3D scanning machine,"If you want to get your hands on one, they’re available for sale at ",gadgets
"From phones to drones, these were our favorite gadgets in 2014",https://cdn.arstechnica.net/wp-content/uploads/2014/12/googly-gadgets-640x215.jpg,"Instead of telling you what's ""best,"" let us tell you what we liked the most.",Andrew Cunningham,2014-12-15,,,https://arstechnica.com/gadgets/2014/12/from-phones-to-drones-these-were-our-favorite-gadgets-in-2014/,582089,"From phones to drones, these were our favorite gadgets in 2014","Best of all, it’s still dirt-cheap for an unlocked, travel-friendly handset. If you’re in the market for a larger powerhouse phone, put your name into OnePlus’ stupid invite-only hat. Who knows—by the time they draw your name, they may have announced an even dreamier follow-up device.",gadgets
